frame_2_1.png,796 343 868 362,0.5863293409347534,selectable
frame_2_1.png,688 343 761 362,0.5020380616188049,selectable
frame_2_1.png,796 375 869 395,0.504176676273346,selectable
frame_2_1.png,688 375 760 395,0.4855622351169586,selectable
frame_2_1.png,1459 223 1493 257,0.5417751669883728,selectable
frame_2_1.png,688 520 785 540,0.5258085131645203,selectable
frame_2_1.png,688 552 785 573,0.462178498506546,selectable
frame_2_1.png,722 686 770 706,0.486407995223999,selectable
frame_2_1.png,806 686 856 707,0.45101770758628845,selectable
frame_2_1.png,820 520 894 540,0.4244101643562317,selectable
frame_2_1.png,820 552 904 572,0.39684462547302246,selectable
