frame_6_4.png,658 767 718 789,0.649428010,selectable
frame_6_4.png,568 767 642 788,0.596113682,selectable
frame_6_4.png,762 288 816 350,0.651248693,clickable
frame_6_4.png,842 288 895 350,0.629922390,clickable
frame_6_4.png,684 288 734 350,0.655428648,clickable
frame_6_4.png,921 292 976 351,0.595085204,clickable
frame_6_4.png,600 288 657 350,0.609629035,clickable
frame_6_4.png,1086 288 1134 350,0.709494293,clickable
frame_6_4.png,1008 288 1050 330,0.699001372,clickable
frame_6_4.png,885 441 937 471,0.510840535,disabled
frame_6_4.png,1199 313 1306 349,0.633909643,disabled
frame_6_4.png,1305 313 1411 349,0.407740176,disabled
frame_6_4.png,723 762 952 793,0.489844680,disabled
