frame_26_1.png,357 72 393 103,0.311838239,disabled
frame_26_1.png,416 72 453 101,0.289029360,disabled
frame_26_1.png,100 73 153 123,0.272849768,disabled
frame_26_1.png,531 73 562 124,0.233972296,disabled
frame_26_1.png,587 73 618 123,0.237604484,disabled
frame_26_1.png,174 72 202 102,0.189161509,disabled
frame_26_1.png,11 95 80 127,0.200379550,disabled
frame_26_1.png,17 69 68 91,0.173410058,disabled
frame_26_1.png,894 73 933 123,0.557783186,disabled
frame_26_1.png,830 73 871 122,0.519498944,disabled
frame_26_1.png,695 73 737 123,0.487984687,disabled
frame_26_1.png,760 71 811 123,0.471282303,disabled
frame_26_1.png,644 73 675 123,0.344543248,disabled
frame_26_1.png,956 71 992 102,0.295221180,disabled
frame_26_1.png,951 105 1006 124,0.254533529,disabled
