frame_8_4.png,570 733 638 755,0.572417974,selectable
frame_8_4.png,658 733 730 756,0.543828726,selectable
frame_8_4.png,570 767 642 789,0.516738236,selectable
frame_8_4.png,658 767 716 789,0.483318359,selectable
frame_8_4.png,762 288 815 350,0.653552711,clickable
frame_8_4.png,671 288 745 350,0.622029901,clickable
frame_8_4.png,600 288 661 350,0.595518172,clickable
frame_8_4.png,910 290 988 351,0.574231863,clickable
frame_8_4.png,848 288 889 330,0.565347254,clickable
frame_8_4.png,994 287 1073 350,0.593765199,clickable
frame_8_4.png,778 441 830 471,0.449309200,scrollable
frame_8_4.png,1013 441 1065 471,0.556396604,scrollable
frame_8_4.png,1199 313 1305 349,0.482237101,scrollable
frame_8_4.png,866 728 931 758,0.399207503,scrollable
frame_8_4.png,1014 728 1150 760,0.492794245,scrollable
frame_8_4.png,1304 312 1410 349,0.491279423,disabled
frame_8_4.png,727 732 777 755,0.466378599,disabled
frame_8_4.png,895 763 952 794,0.255337447,disabled
frame_8_4.png,1215 719 1413 782,0.771401644,clickable
