frame_48_41.png,1110 724 1217 765,0.655560374,clickable
frame_48_41.png,881 326 966 453,0.403325528,clickable
frame_48_41.png,791 326 876 453,0.383429855,clickable
frame_48_41.png,791 457 876 584,0.360920489,clickable
frame_48_41.png,701 326 786 451,0.367335469,clickable
frame_48_41.png,882 457 967 584,0.363077700,clickable
frame_48_41.png,701 457 786 584,0.330483586,clickable
frame_48_41.png,1211 255 1228 272,0.641729355,clickable
frame_48_41.png,691 252 715 276,0.439695984,scrollable
frame_48_41.png,977 372 1035 392,0.521556556,scrollable
frame_48_41.png,1044 371 1100 392,0.408280432,scrollable
frame_48_41.png,1156 402 1217 434,0.318835974,scrollable
frame_48_41.png,1123 515 1218 557,0.437972039,scrollable
frame_48_41.png,997 515 1098 548,0.430616975,scrollable
frame_48_41.png,997 553 1091 586,0.367328405,scrollable
frame_48_41.png,1121 511 1219 586,0.263037115,scrollable
frame_48_41.png,1038 326 1217 358,0.188404307,scrollable
frame_48_41.png,1038 440 1217 472,0.121745318,scrollable
frame_48_41.png,1038 402 1104 434,0.388816178,clickable
frame_48_41.png,1005 725 1111 765,0.230479509,clickable
