frame_27_1.png,402 73 466 123,0.488841712,clickable
frame_27_1.png,318 73 378 122,0.465176880,clickable
frame_27_1.png,96 73 310 123,0.459754050,clickable
frame_27_1.png,475 71 536 122,0.450642139,clickable
frame_27_1.png,561 71 638 123,0.369612992,clickable
frame_27_1.png,961 73 1126 123,0.593765736,clickable
frame_27_1.png,873 71 938 122,0.589888692,clickable
frame_27_1.png,1134 73 1188 123,0.542896807,clickable
frame_27_1.png,641 71 780 123,0.531794906,clickable
frame_27_1.png,800 73 864 122,0.584337294,clickable
frame_27_1.png,1195 73 1248 123,0.504870474,clickable
frame_27_1.png,1255 73 1308 123,0.316253066,clickable
frame_27_1.png,1315 73 1369 123,0.523954690,clickable
frame_27_1.png,17 70 68 91,0.231980607,disabled
frame_27_1.png,11 95 80 127,0.227902159,disabled
